,Año,CO2 (kt),CO2 per cápita (toneladas métricas),hash
7223,2007,"2.409,22",1.15651357,48983
7224,2008,"3.578,99",1.691632521,48983
7225,2009,"3.182,96",1.478823448,48983
7226,2010,"3.179,29",1.449319237,48983
7227,2011,"2.775,92",1.239160489,48983
7228,1960,"861,745",10.908164557,116802
7229,1961,"887,414",10.928743842,116802
7230,1962,"564,718",6.771199041,116802
7231,1963,"619,723",7.231306884,116802
7232,1964,"1.100,10",12.486946652,116802
7233,1965,"1.232,11",13.614497238,116802
7234,1966,"1.510,80",16.158331551,116802
7235,1967,"1.474,13",15.276,116802
7236,1968,"1.840,83",18.500844221,116802
7237,1969,"1.558,48",14.985336538,116802
7238,1970,"2.394,55",21.379919643,116802
7239,1971,"2.420,22",20.1685,116802
7240,1972,"1.705,16",13.58689243,116802
7241,1973,"2.599,90",20.232708171,116802
7242,1974,"2.783,25",21.246206107,116802
7243,1975,"2.530,23",19.096075472,116802
7244,1976,"2.390,88",17.84241791,116802
7245,1977,"2.141,53",15.746529412,116802
7246,1978,"1.543,81",11.227687273,116802
7247,1979,"1.642,82",11.861487365,116802
7248,1980,"2.002,18",14.296194216,116802
7249,1981,"1.393,46",9.768384157,116802
7250,1982,"1.265,12",8.68301304,116802
7251,1983,"1.155,11",7.768022865,116802
7252,1984,"1.206,44",7.955443455,116802
7253,1985,"1.455,80",9.425697637,116802
7254,1986,"1.404,46",8.925713378,116802
7255,1987,"1.459,47",9.093246106,116802
7256,1988,"1.547,47",9.455997556,116802
7257,1989,"1.694,15",10.150834642,116802
7258,1990,"1.624,48",9.50550325,116802
7259,1991,"1.789,50",10.204582521,116802
7260,1992,"1.771,16",9.850783375,116802
7261,1993,"1.771,16",9.599996748,116802
7262,1994,"1.723,49",9.095798018,116802
7263,1995,"1.730,82",8.930243117,116802
7264,1996,"1.763,83",8.927876536,116802
7265,1997,"1.826,17",9.066548173,116802
7266,1998,"1.804,16",8.788838605,116802
7267,1999,"2.035,19",9.727766784,116802
7268,2000,"2.299,21",10.782765089,116802
7269,2001,"1.906,84",8.774180486,116802
7270,2002,"2.427,55",10.960106551,116802
7271,2003,"2.750,25",12.230508565,116802
7272,2004,"2.552,23",11.179437312,116802
7273,2005,"2.838,26",12.245535618,116802
7274,2006,"2.779,59",11.812242366,116802
7275,2007,"2.944,60",12.325560272,116802
7276,2008,"3.281,97",13.531309525,116802
7277,2009,"2.849,26",11.570829865,116802
7278,2010,"3.920,02",15.680092,116802
7279,2011,"3.854,02",15.173295276,116802
7280,1960,"29,336",0.008640403,43714
7281,1961,"55,005",0.015744342,43714
7282,1962,"66,006",0.018352266,43714
7283,1963,"88,008",0.023765655,43714
7284,1964,"95,342",0.025012245,43714
7285,1965,"91,675",0.023377051,43714
7286,1966,"135,679",0.033648793,43714
7287,1967,"132,012",0.031854348,43714
7288,1968,"161,348",0.037889215,43714
7289,1969,"190,684",0.043576577,43714
7290,1970,"216,353",0.048106721,43714
7291,1971,"231,021",0.049970788,43714
7292,1972,"253,023",0.053233773,43714
7293,1973,"330,03",0.067525541,43714
7294,1974,"289,693",0.057630347,43714
7295,1975,"333,697",0.06453203,43714
7296,1976,"333,697",0.062714756,43714
7297,1977,"366,7",0.066962419,43714
7298,1978,"418,038",0.074173423,43714
7299,1979,"480,377",0.082843846,43714
7300,1980,"572,052",0.095931033,43714
7301,1981,"685,729",0.111868781,43714
7302,1982,"748,068",0.118753337,43714
7303,1983,"964,421",0.148992016,43714
7304,1984,"993,757",0.149389743,43714
7305,1985,"997,424",0.145861247,43714
7306,1986,"902,082",0.128288352,43714
7307,1987,"1.001,09",0.138396833,43714
7308,1988,"990,09",0.132973165,43714
7309,1989,"1.041,43",0.135757576,43714
7310,1990,"832,409",0.10520996,43714
7311,1991,"821,408",0.100553886,43714
7312,1992,"784,738",0.092952775,43714
7313,1993,"880,08",0.100782136,43714
7314,1994,"872,746",0.09655244,43714
7315,1995,"920,417",0.098315066,43714
7316,1996,"1.015,76",0.10469875,43714
7317,1997,"1.012,09",0.100615968,43714
7318,1998,"1.074,43",0.102987283,43714
